SHINEuid,FISH_Broad_Type,Occurrences
47897,AGRICULTURE AND SUBSISTENCE,1
47898,MONUMENT (BY FORM),1
47899,INDUSTRIAL,1
47900,INDUSTRIAL,1
47901,MONUMENT (BY FORM),1
47902,WATER SUPPLY AND DRAINAGE,1
47903,TRANSPORT,1
47904,INDUSTRIAL,1
47905,"GARDENS, PARKS AND URBAN SPACES",1
47906,RECREATIONAL,1
47907,TRANSPORT,1
47908,WATER SUPPLY AND DRAINAGE,1
47909,WATER SUPPLY AND DRAINAGE,1
47910,MONUMENT (BY FORM),1
47911,MONUMENT (BY FORM),1
47912,INDUSTRIAL,1
47913,AGRICULTURE AND SUBSISTENCE,1
47914,INDUSTRIAL,1
47914,TRANSPORT,1
47915,MONUMENT (BY FORM),1
47916,TRANSPORT,1
47917,UNASSIGNED,1
47918,UNASSIGNED,1
47919,UNASSIGNED,1
47920,INDUSTRIAL,1
47921,UNASSIGNED,1
47922,UNASSIGNED,1
47923,UNASSIGNED,1
47924,UNASSIGNED,1
47925,UNASSIGNED,1
47926,AGRICULTURE AND SUBSISTENCE,1
47927,MONUMENT (BY FORM),1
47928,TRANSPORT,1
47929,MONUMENT (BY FORM),1
47930,AGRICULTURE AND SUBSISTENCE,1
47931,AGRICULTURE AND SUBSISTENCE,1
47932,"RELIGIOUS, RITUAL AND FUNERARY",1
47933,DOMESTIC,1
47934,AGRICULTURE AND SUBSISTENCE,1
47935,"RELIGIOUS, RITUAL AND FUNERARY",1
47936,AGRICULTURE AND SUBSISTENCE,1
47937,AGRICULTURE AND SUBSISTENCE,1
47938,"GARDENS, PARKS AND URBAN SPACES",2
47939,"RELIGIOUS, RITUAL AND FUNERARY",1
47940,DOMESTIC,1
47941,"RELIGIOUS, RITUAL AND FUNERARY",1
47942,MONUMENT (BY FORM),1
47943,MONUMENT (BY FORM),1
47944,DOMESTIC,1
47945,MONUMENT (BY FORM),1
47946,INDUSTRIAL,1
47947,INDUSTRIAL,1
47948,DOMESTIC,1
47949,DOMESTIC,1
47950,INDUSTRIAL,1
47951,INDUSTRIAL,1
47952,TRANSPORT,1
47953,MONUMENT (BY FORM),1
47954,AGRICULTURE AND SUBSISTENCE,1
47954,DOMESTIC,1
47955,AGRICULTURE AND SUBSISTENCE,1
47956,AGRICULTURE AND SUBSISTENCE,1
47957,RECREATIONAL,1
47958,AGRICULTURE AND SUBSISTENCE,1
47959,AGRICULTURE AND SUBSISTENCE,1
47960,AGRICULTURE AND SUBSISTENCE,1
47961,INDUSTRIAL,1
47962,MONUMENT (BY FORM),1
47963,AGRICULTURE AND SUBSISTENCE,1
47964,INDUSTRIAL,2
47965,INDUSTRIAL,1
47966,INDUSTRIAL,1
47967,TRANSPORT,1
47968,TRANSPORT,1
47969,TRANSPORT,1
47970,MONUMENT (BY FORM),1
47971,MONUMENT (BY FORM),1
47972,MONUMENT (BY FORM),1
47973,MONUMENT (BY FORM),1
47974,MONUMENT (BY FORM),1
47975,MONUMENT (BY FORM),1
47976,MONUMENT (BY FORM),1
47977,MONUMENT (BY FORM),1
47978,MONUMENT (BY FORM),1
47979,MONUMENT (BY FORM),1
47980,MONUMENT (BY FORM),1
47981,MONUMENT (BY FORM),1
47982,MONUMENT (BY FORM),1
47983,MONUMENT (BY FORM),1
47984,AGRICULTURE AND SUBSISTENCE,6
47985,RECREATIONAL,1
47986,INDUSTRIAL,1
47987,AGRICULTURE AND SUBSISTENCE,1
47988,WATER SUPPLY AND DRAINAGE,1
47989,TRANSPORT,1
47990,MONUMENT (BY FORM),1
47991,AGRICULTURE AND SUBSISTENCE,1
47992,AGRICULTURE AND SUBSISTENCE,1
47993,NA,1
47994,AGRICULTURE AND SUBSISTENCE,1
47995,AGRICULTURE AND SUBSISTENCE,1
47996,NA,1
47997,"GARDENS, PARKS AND URBAN SPACES",1
47998,AGRICULTURE AND SUBSISTENCE,1
47999,AGRICULTURE AND SUBSISTENCE,1
48000,AGRICULTURE AND SUBSISTENCE,1
48001,TRANSPORT,2
48002,MONUMENT (BY FORM),1
48003,INDUSTRIAL,2
48005,MONUMENT (BY FORM),1
48006,INDUSTRIAL,1
48007,MONUMENT (BY FORM),1
48008,AGRICULTURE AND SUBSISTENCE,1
48009,MONUMENT (BY FORM),1
48010,MONUMENT (BY FORM),1
48011,MONUMENT (BY FORM),1
48012,TRANSPORT,1
48013,INDUSTRIAL,1
48014,INDUSTRIAL,1
48015,INDUSTRIAL,1
48016,INDUSTRIAL,1
48017,INDUSTRIAL,1
48018,INDUSTRIAL,1
48019,INDUSTRIAL,1
48020,INDUSTRIAL,1
48021,MONUMENT (BY FORM),1
48022,MONUMENT (BY FORM),1
48023,MONUMENT (BY FORM),1
48024,MONUMENT (BY FORM),1
48025,INDUSTRIAL,1
48026,AGRICULTURE AND SUBSISTENCE,1
48028,WATER SUPPLY AND DRAINAGE,1
48029,WATER SUPPLY AND DRAINAGE,1
48030,INDUSTRIAL,1
48031,WATER SUPPLY AND DRAINAGE,1
48032,WATER SUPPLY AND DRAINAGE,1
48033,WATER SUPPLY AND DRAINAGE,1
48034,WATER SUPPLY AND DRAINAGE,1
48035,INDUSTRIAL,2
48036,INDUSTRIAL,2
48037,INDUSTRIAL,2
48038,INDUSTRIAL,2
48039,INDUSTRIAL,1
48040,INDUSTRIAL,2
48041,INDUSTRIAL,1
48042,MONUMENT (BY FORM),1
48043,TRANSPORT,1
48044,TRANSPORT,1
48045,AGRICULTURE AND SUBSISTENCE,1
48046,AGRICULTURE AND SUBSISTENCE,1
48047,TRANSPORT,1
48049,INDUSTRIAL,2
48050,TRANSPORT,1
48051,TRANSPORT,1
48052,AGRICULTURE AND SUBSISTENCE,1
48053,INDUSTRIAL,1
48054,TRANSPORT,1
48055,INDUSTRIAL,1
48056,TRANSPORT,1
48057,TRANSPORT,1
48058,TRANSPORT,1
48059,AGRICULTURE AND SUBSISTENCE,1
48060,TRANSPORT,2
48061,TRANSPORT,1
48062,TRANSPORT,1
48063,TRANSPORT,1
48064,TRANSPORT,1
48065,TRANSPORT,1
48066,TRANSPORT,1
48067,TRANSPORT,1
48068,MONUMENT (BY FORM),1
48069,INDUSTRIAL,2
48070,TRANSPORT,1
48071,TRANSPORT,1
48072,AGRICULTURE AND SUBSISTENCE,1
48073,INDUSTRIAL,1
48074,AGRICULTURE AND SUBSISTENCE,1
48075,TRANSPORT,1
48076,MONUMENT (BY FORM),1
48077,MONUMENT (BY FORM),2
48078,MONUMENT (BY FORM),1
48079,INDUSTRIAL,1
48080,AGRICULTURE AND SUBSISTENCE,1
48081,TRANSPORT,1
48082,TRANSPORT,1
48083,TRANSPORT,1
48084,AGRICULTURE AND SUBSISTENCE,1
48085,MONUMENT (BY FORM),1
48086,TRANSPORT,1
48087,WATER SUPPLY AND DRAINAGE,1
48088,TRANSPORT,1
48089,TRANSPORT,1
48090,AGRICULTURE AND SUBSISTENCE,1
48091,AGRICULTURE AND SUBSISTENCE,1
48092,TRANSPORT,1
48093,TRANSPORT,1
48094,TRANSPORT,1
48095,AGRICULTURE AND SUBSISTENCE,1
48096,AGRICULTURE AND SUBSISTENCE,1
48097,TRANSPORT,1
48098,AGRICULTURE AND SUBSISTENCE,1
48099,MONUMENT (BY FORM),1
48100,INDUSTRIAL,1
48101,TRANSPORT,1
48102,TRANSPORT,1
48103,TRANSPORT,1
48104,AGRICULTURE AND SUBSISTENCE,1
48105,AGRICULTURE AND SUBSISTENCE,1
48106,MONUMENT (BY FORM),1
48107,INDUSTRIAL,1
48108,INDUSTRIAL,1
48109,TRANSPORT,1
48110,TRANSPORT,1
48111,INDUSTRIAL,2
48112,NA,1
48113,INDUSTRIAL,1
48114,AGRICULTURE AND SUBSISTENCE,2
48115,MONUMENT (BY FORM),1
48116,"GARDENS, PARKS AND URBAN SPACES",1
48117,MONUMENT (BY FORM),1
48118,TRANSPORT,1
48119,MONUMENT (BY FORM),1
48120,INDUSTRIAL,1
48121,TRANSPORT,1
48122,TRANSPORT,1
48123,TRANSPORT,1
48124,DOMESTIC,1
48125,INDUSTRIAL,1
48126,TRANSPORT,1
48127,MONUMENT (BY FORM),1
48128,TRANSPORT,1
48129,TRANSPORT,1
48130,TRANSPORT,1
48131,TRANSPORT,1
48132,MONUMENT (BY FORM),1
48133,TRANSPORT,1
48134,"RELIGIOUS, RITUAL AND FUNERARY",1
48135,MONUMENT (BY FORM),1
48136,TRANSPORT,1
48137,MONUMENT (BY FORM),1
48138,INDUSTRIAL,1
48139,MONUMENT (BY FORM),1
48140,NA,2
48141,INDUSTRIAL,1
48142,TRANSPORT,1
48143,INDUSTRIAL,1
48144,WATER SUPPLY AND DRAINAGE,1
48145,INDUSTRIAL,1
48146,MONUMENT (BY FORM),1
48147,AGRICULTURE AND SUBSISTENCE,1
48148,TRANSPORT,1
48149,INDUSTRIAL,1
48150,TRANSPORT,1
48151,AGRICULTURE AND SUBSISTENCE,1
48152,AGRICULTURE AND SUBSISTENCE,1
48153,AGRICULTURE AND SUBSISTENCE,1
48154,AGRICULTURE AND SUBSISTENCE,1
48155,TRANSPORT,1
48156,TRANSPORT,1
48157,MONUMENT (BY FORM),1
48158,TRANSPORT,1
48159,TRANSPORT,1
48160,TRANSPORT,1
48161,TRANSPORT,1
48162,TRANSPORT,1
48163,TRANSPORT,1
48164,"GARDENS, PARKS AND URBAN SPACES",1
48165,MONUMENT (BY FORM),1
48166,TRANSPORT,1
48167,TRANSPORT,1
48168,TRANSPORT,1
48169,TRANSPORT,1
48170,TRANSPORT,1
48171,TRANSPORT,1
48172,TRANSPORT,1
48173,TRANSPORT,1
48174,TRANSPORT,1
48175,AGRICULTURE AND SUBSISTENCE,1
48176,TRANSPORT,1
48177,TRANSPORT,1
48178,MONUMENT (BY FORM),1
48179,TRANSPORT,1
48180,WATER SUPPLY AND DRAINAGE,1
48181,NA,3
48182,NA,2
48183,AGRICULTURE AND SUBSISTENCE,1
48183,MONUMENT (BY FORM),1
48184,INDUSTRIAL,1
48185,MONUMENT (BY FORM),1
48186,MONUMENT (BY FORM),1
48187,MONUMENT (BY FORM),1
48188,TRANSPORT,1
48189,TRANSPORT,1
48190,MONUMENT (BY FORM),1
48191,INDUSTRIAL,2
48192,INDUSTRIAL,1
48193,TRANSPORT,1
48194,TRANSPORT,1
48195,INDUSTRIAL,1
48196,NA,1
48197,NA,1
48198,TRANSPORT,1
48199,TRANSPORT,1
48200,TRANSPORT,1
48201,AGRICULTURE AND SUBSISTENCE,1
48202,INDUSTRIAL,1
48203,INDUSTRIAL,1
48204,AGRICULTURE AND SUBSISTENCE,1
48205,TRANSPORT,1
48206,INDUSTRIAL,1
48207,INDUSTRIAL,1
48208,INDUSTRIAL,1
48209,TRANSPORT,1
48210,TRANSPORT,1
48211,INDUSTRIAL,1
48212,TRANSPORT,1
48213,INDUSTRIAL,1
48214,TRANSPORT,1
48215,COMMEMORATIVE,1
48216,MONUMENT (BY FORM),1
48217,TRANSPORT,1
48218,TRANSPORT,1
48219,TRANSPORT,1
48220,AGRICULTURE AND SUBSISTENCE,1
48221,TRANSPORT,1
48222,INDUSTRIAL,2
48223,MONUMENT (BY FORM),1
48224,MONUMENT (BY FORM),1
48225,MONUMENT (BY FORM),1
48226,INDUSTRIAL,1
48227,NA,1
48228,MONUMENT (BY FORM),1
48229,MONUMENT (BY FORM),1
48230,MONUMENT (BY FORM),1
48231,MONUMENT (BY FORM),1
48232,"RELIGIOUS, RITUAL AND FUNERARY",1
48233,AGRICULTURE AND SUBSISTENCE,1
48234,AGRICULTURE AND SUBSISTENCE,1
48235,AGRICULTURE AND SUBSISTENCE,1
48236,MONUMENT (BY FORM),1
48237,AGRICULTURE AND SUBSISTENCE,1
48238,AGRICULTURE AND SUBSISTENCE,1
48239,MONUMENT (BY FORM),1
48240,DOMESTIC,1
48241,AGRICULTURE AND SUBSISTENCE,1
48242,INDUSTRIAL,1
48243,AGRICULTURE AND SUBSISTENCE,1
48244,DOMESTIC,1
48245,AGRICULTURE AND SUBSISTENCE,1
48246,DOMESTIC,1
48247,AGRICULTURE AND SUBSISTENCE,1
48248,DOMESTIC,1
48249,AGRICULTURE AND SUBSISTENCE,1
48250,AGRICULTURE AND SUBSISTENCE,1
48251,AGRICULTURE AND SUBSISTENCE,1
48252,MONUMENT (BY FORM),1
48253,MONUMENT (BY FORM),1
48254,NA,1
48255,MONUMENT (BY FORM),1
48256,MONUMENT (BY FORM),1
48257,AGRICULTURE AND SUBSISTENCE,1
48258,AGRICULTURE AND SUBSISTENCE,1
48259,AGRICULTURE AND SUBSISTENCE,1
48260,MONUMENT (BY FORM),1
48261,MONUMENT (BY FORM),1
48262,MONUMENT (BY FORM),1
48263,AGRICULTURE AND SUBSISTENCE,1
48264,AGRICULTURE AND SUBSISTENCE,1
48264,NA,1
48265,AGRICULTURE AND SUBSISTENCE,1
48266,AGRICULTURE AND SUBSISTENCE,1
48267,AGRICULTURE AND SUBSISTENCE,1
48268,AGRICULTURE AND SUBSISTENCE,1
48269,AGRICULTURE AND SUBSISTENCE,1
48270,MONUMENT (BY FORM),1
48271,AGRICULTURE AND SUBSISTENCE,1
48272,MONUMENT (BY FORM),1
48273,"RELIGIOUS, RITUAL AND FUNERARY",1
48274,MONUMENT (BY FORM),1
48275,INDUSTRIAL,1
48276,DOMESTIC,1
48277,DOMESTIC,1
48278,DOMESTIC,1
48279,DOMESTIC,2
48280,AGRICULTURE AND SUBSISTENCE,1
48281,AGRICULTURE AND SUBSISTENCE,1
48282,"RELIGIOUS, RITUAL AND FUNERARY",1
48283,MONUMENT (BY FORM),1
48284,MONUMENT (BY FORM),1
48285,UNASSIGNED,1
48286,MONUMENT (BY FORM),1
48287,AGRICULTURE AND SUBSISTENCE,1
48288,WATER SUPPLY AND DRAINAGE,1
48289,MONUMENT (BY FORM),1
48290,DOMESTIC,1
48291,MONUMENT (BY FORM),1
48292,DOMESTIC,1
48293,DOMESTIC,1
48294,MONUMENT (BY FORM),1
48295,AGRICULTURE AND SUBSISTENCE,1
48296,MONUMENT (BY FORM),1
48297,AGRICULTURE AND SUBSISTENCE,1
48298,AGRICULTURE AND SUBSISTENCE,1
48299,AGRICULTURE AND SUBSISTENCE,1
48300,DOMESTIC,1
48301,AGRICULTURE AND SUBSISTENCE,1
48301,INDUSTRIAL,1
48302,MONUMENT (BY FORM),1
48303,DOMESTIC,1
48304,"RELIGIOUS, RITUAL AND FUNERARY",1
48305,"RELIGIOUS, RITUAL AND FUNERARY",1
48306,AGRICULTURE AND SUBSISTENCE,1
48307,MONUMENT (BY FORM),2
48308,AGRICULTURE AND SUBSISTENCE,1
48308,MONUMENT (BY FORM),1
48309,DOMESTIC,1
48310,MONUMENT (BY FORM),1
48311,MONUMENT (BY FORM),1
48312,MONUMENT (BY FORM),1
48313,MONUMENT (BY FORM),1
48314,"RELIGIOUS, RITUAL AND FUNERARY",1
48315,"RELIGIOUS, RITUAL AND FUNERARY",1
48316,"RELIGIOUS, RITUAL AND FUNERARY",1
48317,"RELIGIOUS, RITUAL AND FUNERARY",1
48318,AGRICULTURE AND SUBSISTENCE,1
48319,DOMESTIC,1
48320,"RELIGIOUS, RITUAL AND FUNERARY",1
48321,"RELIGIOUS, RITUAL AND FUNERARY",1
48322,AGRICULTURE AND SUBSISTENCE,1
48323,AGRICULTURE AND SUBSISTENCE,1
48324,INDUSTRIAL,1
48325,INDUSTRIAL,1
48326,INDUSTRIAL,1
48327,INDUSTRIAL,1
48328,INDUSTRIAL,1
48329,INDUSTRIAL,1
48330,INDUSTRIAL,1
48331,AGRICULTURE AND SUBSISTENCE,1
48332,INDUSTRIAL,1
48333,INDUSTRIAL,1
48334,INDUSTRIAL,1
48335,MONUMENT (BY FORM),1
48336,AGRICULTURE AND SUBSISTENCE,1
48337,INDUSTRIAL,1
48338,INDUSTRIAL,1
48339,INDUSTRIAL,1
48340,INDUSTRIAL,1
48341,INDUSTRIAL,1
48342,INDUSTRIAL,1
48343,INDUSTRIAL,1
48344,TRANSPORT,1
48345,INDUSTRIAL,1
48346,AGRICULTURE AND SUBSISTENCE,1
48347,INDUSTRIAL,1
48348,TRANSPORT,1
48349,AGRICULTURE AND SUBSISTENCE,1
48350,INDUSTRIAL,1
48351,TRANSPORT,1
48352,INDUSTRIAL,1
48353,INDUSTRIAL,1
48354,INDUSTRIAL,1
48355,TRANSPORT,1
48356,INDUSTRIAL,1
48357,TRANSPORT,1
48358,INDUSTRIAL,1
48359,DOMESTIC,1
48360,AGRICULTURE AND SUBSISTENCE,1
48361,INDUSTRIAL,1
48362,MONUMENT (BY FORM),1
48363,AGRICULTURE AND SUBSISTENCE,1
48364,AGRICULTURE AND SUBSISTENCE,1
48365,AGRICULTURE AND SUBSISTENCE,1
48366,AGRICULTURE AND SUBSISTENCE,1
48367,TRANSPORT,1
48368,INDUSTRIAL,1
48369,DOMESTIC,1
48370,TRANSPORT,1
48371,INDUSTRIAL,1
48372,TRANSPORT,1
48373,MONUMENT (BY FORM),1
48374,MONUMENT (BY FORM),1
48375,TRANSPORT,1
48376,TRANSPORT,1
48377,MONUMENT (BY FORM),1
48378,MONUMENT (BY FORM),1
48379,TRANSPORT,1
48380,TRANSPORT,1
48381,TRANSPORT,1
48382,TRANSPORT,1
48383,TRANSPORT,1
48384,TRANSPORT,1
48385,TRANSPORT,1
48386,AGRICULTURE AND SUBSISTENCE,1
48387,COMMERCIAL,1
48388,TRANSPORT,1
48389,AGRICULTURE AND SUBSISTENCE,1
48390,MONUMENT (BY FORM),1
48391,WATER SUPPLY AND DRAINAGE,1
48392,AGRICULTURE AND SUBSISTENCE,1
48393,AGRICULTURE AND SUBSISTENCE,1
48394,AGRICULTURE AND SUBSISTENCE,1
48395,DOMESTIC,1
48396,NA,1
48397,AGRICULTURE AND SUBSISTENCE,1
48398,AGRICULTURE AND SUBSISTENCE,1
48399,AGRICULTURE AND SUBSISTENCE,1
48399,MONUMENT (BY FORM),1
48400,AGRICULTURE AND SUBSISTENCE,1
48401,AGRICULTURE AND SUBSISTENCE,1
48402,AGRICULTURE AND SUBSISTENCE,1
48403,DOMESTIC,1
48404,AGRICULTURE AND SUBSISTENCE,1
48405,DOMESTIC,1
48406,MONUMENT (BY FORM),1
48407,DOMESTIC,1
48408,DOMESTIC,1
48409,DOMESTIC,1
48410,DOMESTIC,1
48411,INDUSTRIAL,1
48412,AGRICULTURE AND SUBSISTENCE,1
48413,AGRICULTURE AND SUBSISTENCE,2
48414,AGRICULTURE AND SUBSISTENCE,1
48415,AGRICULTURE AND SUBSISTENCE,1
48416,AGRICULTURE AND SUBSISTENCE,1
48417,AGRICULTURE AND SUBSISTENCE,1
48418,AGRICULTURE AND SUBSISTENCE,1
48419,AGRICULTURE AND SUBSISTENCE,1
48419,NA,1
48420,AGRICULTURE AND SUBSISTENCE,1
48421,AGRICULTURE AND SUBSISTENCE,1
48422,AGRICULTURE AND SUBSISTENCE,1
48423,AGRICULTURE AND SUBSISTENCE,1
48424,AGRICULTURE AND SUBSISTENCE,1
48425,AGRICULTURE AND SUBSISTENCE,1
48426,AGRICULTURE AND SUBSISTENCE,1
48427,AGRICULTURE AND SUBSISTENCE,1
48428,AGRICULTURE AND SUBSISTENCE,1
48429,AGRICULTURE AND SUBSISTENCE,1
48430,AGRICULTURE AND SUBSISTENCE,1
48431,AGRICULTURE AND SUBSISTENCE,1
48432,AGRICULTURE AND SUBSISTENCE,1
48433,AGRICULTURE AND SUBSISTENCE,1
48434,AGRICULTURE AND SUBSISTENCE,1
48435,AGRICULTURE AND SUBSISTENCE,1
48436,AGRICULTURE AND SUBSISTENCE,1
48437,AGRICULTURE AND SUBSISTENCE,1
48438,AGRICULTURE AND SUBSISTENCE,1
48439,AGRICULTURE AND SUBSISTENCE,1
48440,AGRICULTURE AND SUBSISTENCE,1
48441,AGRICULTURE AND SUBSISTENCE,1
48442,AGRICULTURE AND SUBSISTENCE,1
48443,AGRICULTURE AND SUBSISTENCE,1
48444,AGRICULTURE AND SUBSISTENCE,1
48445,AGRICULTURE AND SUBSISTENCE,1
48446,AGRICULTURE AND SUBSISTENCE,1
48447,AGRICULTURE AND SUBSISTENCE,1
48448,AGRICULTURE AND SUBSISTENCE,1
48449,AGRICULTURE AND SUBSISTENCE,1
48450,AGRICULTURE AND SUBSISTENCE,1
48451,AGRICULTURE AND SUBSISTENCE,1
48452,AGRICULTURE AND SUBSISTENCE,1
48453,AGRICULTURE AND SUBSISTENCE,1
48454,AGRICULTURE AND SUBSISTENCE,1
48455,AGRICULTURE AND SUBSISTENCE,1
48456,AGRICULTURE AND SUBSISTENCE,1
48457,AGRICULTURE AND SUBSISTENCE,1
48458,AGRICULTURE AND SUBSISTENCE,1
48459,MONUMENT (BY FORM),1
48460,AGRICULTURE AND SUBSISTENCE,1
48461,AGRICULTURE AND SUBSISTENCE,1
48462,AGRICULTURE AND SUBSISTENCE,1
48463,AGRICULTURE AND SUBSISTENCE,1
48464,MONUMENT (BY FORM),1
48465,AGRICULTURE AND SUBSISTENCE,1
48466,AGRICULTURE AND SUBSISTENCE,1
48467,DOMESTIC,1
48468,AGRICULTURE AND SUBSISTENCE,1
48468,TRANSPORT,1
48469,INDUSTRIAL,1
48470,"RELIGIOUS, RITUAL AND FUNERARY",1
48471,INDUSTRIAL,1
48472,INDUSTRIAL,1
48473,INDUSTRIAL,1
48474,INDUSTRIAL,1
48475,INDUSTRIAL,1
48476,INDUSTRIAL,1
48477,AGRICULTURE AND SUBSISTENCE,1
48478,AGRICULTURE AND SUBSISTENCE,1
48479,AGRICULTURE AND SUBSISTENCE,1
48480,AGRICULTURE AND SUBSISTENCE,1
48481,DOMESTIC,1
48482,TRANSPORT,1
48483,INDUSTRIAL,1
48484,MONUMENT (BY FORM),1
48485,MONUMENT (BY FORM),1
48486,MONUMENT (BY FORM),1
48487,DOMESTIC,1
48488,INDUSTRIAL,1
48489,INDUSTRIAL,1
48490,INDUSTRIAL,1
48491,TRANSPORT,1
48492,INDUSTRIAL,1
48493,INDUSTRIAL,1
48494,INDUSTRIAL,1
48495,AGRICULTURE AND SUBSISTENCE,1
48496,INDUSTRIAL,1
48497,INDUSTRIAL,1
48498,INDUSTRIAL,1
48499,INDUSTRIAL,1
48500,INDUSTRIAL,1
48501,INDUSTRIAL,1
48502,INDUSTRIAL,1
48503,INDUSTRIAL,1
48504,INDUSTRIAL,1
48505,DOMESTIC,1
48506,AGRICULTURE AND SUBSISTENCE,1
48506,DOMESTIC,1
48507,INDUSTRIAL,1
48508,INDUSTRIAL,1
48509,MONUMENT (BY FORM),1
48510,AGRICULTURE AND SUBSISTENCE,1
48511,"RELIGIOUS, RITUAL AND FUNERARY",1
48512,"RELIGIOUS, RITUAL AND FUNERARY",1
48513,INDUSTRIAL,1
48514,INDUSTRIAL,1
48515,INDUSTRIAL,1
48516,NA,1
48517,MONUMENT (BY FORM),1
48518,MONUMENT (BY FORM),1
48519,INDUSTRIAL,1
48520,MONUMENT (BY FORM),1
48521,MONUMENT (BY FORM),1
48522,MONUMENT (BY FORM),1
48523,"RELIGIOUS, RITUAL AND FUNERARY",1
48524,MONUMENT (BY FORM),1
48525,INDUSTRIAL,1
48526,AGRICULTURE AND SUBSISTENCE,1
48527,MONUMENT (BY FORM),1
48528,AGRICULTURE AND SUBSISTENCE,1
48529,MONUMENT (BY FORM),1
48530,MONUMENT (BY FORM),1
48531,WATER SUPPLY AND DRAINAGE,1
48532,INDUSTRIAL,1
48533,INDUSTRIAL,1
48534,WATER SUPPLY AND DRAINAGE,1
48535,AGRICULTURE AND SUBSISTENCE,1
48536,MONUMENT (BY FORM),1
48537,AGRICULTURE AND SUBSISTENCE,1
48538,"RELIGIOUS, RITUAL AND FUNERARY",1
48539,WATER SUPPLY AND DRAINAGE,1
48540,INDUSTRIAL,1
48541,MONUMENT (BY FORM),1
48542,INDUSTRIAL,1
48543,MONUMENT (BY FORM),1
48544,"RELIGIOUS, RITUAL AND FUNERARY",1
48545,AGRICULTURE AND SUBSISTENCE,1
48546,INDUSTRIAL,1
48547,AGRICULTURE AND SUBSISTENCE,1
48548,MONUMENT (BY FORM),1
48549,AGRICULTURE AND SUBSISTENCE,1
48550,DOMESTIC,1
48551,TRANSPORT,1
48552,TRANSPORT,1
48553,MONUMENT (BY FORM),1
48554,MONUMENT (BY FORM),1
48555,TRANSPORT,1
48556,INDUSTRIAL,1
48557,TRANSPORT,1
48558,TRANSPORT,1
48559,MONUMENT (BY FORM),1
48560,MONUMENT (BY FORM),1
48561,INDUSTRIAL,1
48562,"RELIGIOUS, RITUAL AND FUNERARY",1
48563,TRANSPORT,1
48564,TRANSPORT,1
48565,INDUSTRIAL,1
48566,TRANSPORT,1
48567,TRANSPORT,1
48568,TRANSPORT,1
48569,INDUSTRIAL,1
48570,TRANSPORT,1
48571,MARITIME,1
48572,MARITIME,1
48573,MONUMENT (BY FORM),1
48574,MONUMENT (BY FORM),1
48575,INDUSTRIAL,1
48576,AGRICULTURE AND SUBSISTENCE,1
48577,AGRICULTURE AND SUBSISTENCE,1
48578,WATER SUPPLY AND DRAINAGE,1
48579,INDUSTRIAL,1
48580,INDUSTRIAL,1
48581,INDUSTRIAL,1
48582,MONUMENT (BY FORM),1
48583,INDUSTRIAL,1
48584,AGRICULTURE AND SUBSISTENCE,1
48585,"RELIGIOUS, RITUAL AND FUNERARY",1
48586,MONUMENT (BY FORM),1
48587,"RELIGIOUS, RITUAL AND FUNERARY",1
48588,TRANSPORT,1
48589,"RELIGIOUS, RITUAL AND FUNERARY",1
48590,MONUMENT (BY FORM),1
48591,AGRICULTURE AND SUBSISTENCE,1
48592,INDUSTRIAL,1
48593,MONUMENT (BY FORM),1
48594,TRANSPORT,1
48595,AGRICULTURE AND SUBSISTENCE,1
48596,MONUMENT (BY FORM),1
48597,AGRICULTURE AND SUBSISTENCE,1
48598,"RELIGIOUS, RITUAL AND FUNERARY",1
48599,AGRICULTURE AND SUBSISTENCE,1
48600,AGRICULTURE AND SUBSISTENCE,1
48601,MONUMENT (BY FORM),1
48602,MONUMENT (BY FORM),1
48603,INDUSTRIAL,1
48604,"RELIGIOUS, RITUAL AND FUNERARY",1
48605,"RELIGIOUS, RITUAL AND FUNERARY",1
48606,AGRICULTURE AND SUBSISTENCE,1
48607,"RELIGIOUS, RITUAL AND FUNERARY",1
48608,"RELIGIOUS, RITUAL AND FUNERARY",1
48610,"RELIGIOUS, RITUAL AND FUNERARY",1
48611,"RELIGIOUS, RITUAL AND FUNERARY",1
48612,"RELIGIOUS, RITUAL AND FUNERARY",1
48613,"RELIGIOUS, RITUAL AND FUNERARY",1
48614,"RELIGIOUS, RITUAL AND FUNERARY",1
48615,COMMEMORATIVE,1
48616,COMMEMORATIVE,1
48617,"RELIGIOUS, RITUAL AND FUNERARY",1
48618,"RELIGIOUS, RITUAL AND FUNERARY",1
48619,"RELIGIOUS, RITUAL AND FUNERARY",1
48620,COMMEMORATIVE,1
48621,MONUMENT (BY FORM),1
48622,"RELIGIOUS, RITUAL AND FUNERARY",1
48623,AGRICULTURE AND SUBSISTENCE,1
48624,INDUSTRIAL,1
48625,INDUSTRIAL,1
48626,"RELIGIOUS, RITUAL AND FUNERARY",1
48627,MONUMENT (BY FORM),1
48628,NA,1
48629,AGRICULTURE AND SUBSISTENCE,1
48630,AGRICULTURE AND SUBSISTENCE,1
48631,AGRICULTURE AND SUBSISTENCE,1
48632,TRANSPORT,1
48633,"GARDENS, PARKS AND URBAN SPACES",1
48634,TRANSPORT,1
48635,AGRICULTURE AND SUBSISTENCE,1
48636,MONUMENT (BY FORM),1
48637,"GARDENS, PARKS AND URBAN SPACES",1
48638,WATER SUPPLY AND DRAINAGE,1
48639,DOMESTIC,1
48640,INDUSTRIAL,1
48641,INDUSTRIAL,1
