SHINEuid,MonType,HER Number,Name,PrtctStat,Summary,PeriodStrt,PeriodEnd,Evidence,Descript,PrimRefNo,SHINE_name,CandStat,SHI_Form,SHI_Signif,SHI_StatID,SHI_Stat,Shape,BroadType_Code,Keep_YN.x,Keep_YN.y,countNoKeep,countSHINEuids
40060,BIELD,60046,"Bield to the south of Blea Rigg, Great Langdale",,"This is a shepherd's shelter, constructed out of three large outcropping rocks that were infilled with dry-stone angular walling.",MEDIEVAL,POST MEDIEVAL,STRUCTURE,"(OA North site visit 2005) This is a shepherd's shelter, constructed out of three large outcropping rocks that were infilled with dry-stone angular walling. The internal diameter is 2.2m. The overall dimensions are 3.5m by 4m. The external wall is 2m hig",11013106-1527-40f9-b3b1-93de065f4969,"Structural remains of a bield of unknown date at Blea Rigg, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40076,BIELD,34486,"Bield southwest of Duddon Grains, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside southwest of Duddon Grains.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,8bb7a8b3-0c2f-496f-b59f-84adef69df5d,"Structural remains of a bield of unknown date at Duddon Grains, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40077,BIELD,34487,"Bield southeast of Eller Dubs, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside southeast of Eller Dubs.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,dbdd1a23-768c-4f2b-9c76-4effb3e02776,"Structural remains of a bield of unknown date at Eller Dubs, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40078,BIELD,34488,"Bield North of Nettle Slack, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Nettle Slack.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,784766c9-b8ed-414c-905c-35e79f3de22e,"Structural remains of a bield of unknown date at Nettle Slack, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40079,BIELD,34489,"Bield South of Eller Dubs, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside South of Eller Dubs.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,482846f3-97d9-4756-8dd9-4ecb9a5e91af,"Structural remains of a bield of unknown date at Eller Dubs, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40081,BIELD,34491,"Bield South of River Duddon, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside South of the River Duddon.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,d4bbc49b-bdd4-4366-9f1f-c3873991375a,"Structural remains of a bield of unknown date at River Duddon, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40085,BIELD,34495,"Bield North of Cockley Beck Great Intake, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Cockley Beck Great Intake.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,df50f079-b927-4f16-8091-a3867e90126c,Structural remains of a bield of unknown date at Dunnerdale-with-Seathwaite,yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40086,BIELD,34496,"Bield North of Cockley Beck Great Intake, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Cockley Beck Great Intake.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,1350e02f-c5f6-4dd5-9c15-a789a37ce5e2,Structural remains of a bield of unknown date at Dunnerdale-with-Seathwaite,yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40087,BIELD,34497,"Bield northeast of Low Peat Stock, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside northeast of Low Peat Stock.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,9d09ac81-aee3-4844-8fa4-25070c890009,"Structural remains of a bield of unknown date at Low Peat Stock, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40088,BIELD,34498,"Bield North of Cockley Beck Great Intake, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Cockley Beck Great Intake.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,9c805ca9-b6af-4b4c-a032-766207c9492e,Structural remains of a bield of unknown date at Dunnerdale-with-Seathwaite,yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40089,BIELD,34499,"Bield North of Cockley Beck Intake, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Cockley Beck Great Intake.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,5ce16e36-6467-4ae2-9295-664348a0babe,"Structural remains of a bield of unknown date at Cockley Beck Intake, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40090,BIELD,34500,"Bield northwest of Cockley Beck Great Intake, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside northwest of Cockley Beck Great Intake.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,8ce08217-9f2f-4743-87bb-2ec2dba744ff,Structural remains of a bield of unknown date at Dunnerdale-with-Seathwaite,yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40095,BIELD,34504,"Bield northeast of Cockley Beck Farm, Duddon",,This bield (wall built to give shelter to sheep) is located northeast of Cockley Beck Farm.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,5cab0e9f-43cb-4a83-a9f1-2cf95d92a826,"Structural remains of a bield of unknown date at Cockley Beck Farm, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40098,BIELD,34507,"Bield southeast of Cockley Beck Farm, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field southeast of Cockley Beck Farm.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,6282f27b-bfcf-4d15-ad65-c48f053f4d7e,"Structural remains of a bield of unknown date at Cockley Beck Farm, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40099,BIELD,34510,"Bield West of Cockley Beck Great Intake, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside northwest of Cockley Beck Great Intake.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,08ea71d6-b3f2-4100-9c90-a017ed88e7ea,"Structural remains of bields of unknown date at Cockley Beck, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40101,BIELD,34512,"Bield southeast of Cockley Beck Bridge, Duddon",,A bield (wall built to give shelter to sheep) has been recorded in this area as of Post Medieval age in The National Trust Sites and Monuments Record.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,1bca9fe7-cd25-4ee3-bb1e-bc6b70bedaed,"Structural remains of a bield of unknown date at Cockley Beck Bridge, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40102,BIELD,34513,"Bield North of Little Garter How, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Little Garter How.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,17043ea5-dfd5-4722-8f8e-87b879ab23c4,"Structural remains of a bield of unknown date at Little Garter How, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40103,BIELD,34514,"Bield northwest of Little Garter How, Duddon",,This bield (wall built to give shelter to sheep) is situated on the hillside northwest of Little Garter How.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,0ac7fec0-0639-42a6-ba23-3e8c6a5180ea,"Structural remains of a bield of unknown date at Little Garter How, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40117,BIELD,34528,"Bield southwest of Cockley Beck Bridge, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field southwest of Cockley Beck Farm.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,f2987451-314d-4dcd-aef0-2d487a7d85ad,"Structural remains of a bield of unknown date at Cockley Beck Bridge, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,NA,,Point,1,N,N,1,1
40118,BIELD,34529,"Bield northwest of The Brow, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field northwest of The Brow.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,a0c8405a-a6d3-4df0-b577-d769bf029073,"Structural remains of a bield of unknown date at The Brow, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40119,BIELD,34530,"Bield northwest of The Brow, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field northwest of The Brow.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,c26eed13-e483-40ee-a6b1-2fe42459a885,"Structural remains of a bield of unknown date at The Brow, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40120,BIELD,34531,"Bield North of Old Close, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field North of Old Close.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,8699ed30-466d-4441-8c55-685c2edc8509,"Structural remains of a bield of unknown date at Old Close, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40122,BIELD,34533,"Bield northwest of Old Close, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field northwest of Old Close.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield.,99d14147-c840-4022-b14a-9a378ad044c0,"Structural remains of a bield of unknown date at Old Close, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40123,BIELD,34534,"Bield North of Old Close, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field North of Old Close.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,964b399e-c48e-4c45-aaab-a29d618eaff6,"Structural remains of a bield of unknown date at Old Close, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40124,BIELD,34535,"Bield East of Old Close, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field East of Old Close.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,f7010b96-b27e-43e1-9b10-52103964bcd7,"Structural remains of a bield of unknown date at Old Close, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40125,BIELD,34536,"Bield East of Old Close, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field near to Old Close.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,9a406337-46e2-4ee7-8d07-41e1b3f1838b,"Structural remains of a bield of unknown date at Old Close, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40127,BIELD,34538,"Bield near Low Crag, Duddon",,This bield (wall built to give shelter to sheep) is situated near to Low Crag.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,aa0d8ae5-5229-424f-8360-d0911bb39bb6,"Structural remains of a bield of unknown date at Low Crag, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40139,BIELD,34550,"Bield in Low Close, Duddon",,This bield (wall built to give shelter to sheep) is situated in Low Close.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,d21a4594-eaed-45b7-a69b-9bade000d511,"Structural remains of a bield of unknown date at Low Close, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40150,RAMP,34645,"Ramp, Fox How Land, Ambleside",,Ramp of uncertain form and Post Medieval date recorded by The National Trust Sites and Monuments Record.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Revetted field access ramp.,61033701-96d1-4e0c-903b-8de4c5e7d95d,"Above-ground remains of a post-medieval field access ramp at Fox How Land, Lakes",yes,Above-ground feature(s),Low,1,Possible,Point,NA,N,N,1,1
40231,BIELD,6628,"Bield, Whelter Bottom, Bampton",,A rectangular bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"""Cattle-type"" wall enclosing an irregular space 5 x 7 m and incorporating 2 large boulders.  Possible milking parlour. This site was recorded by Dr Delap (S2209). 
~
A small roughly rectangular bield constructed around two large boulders with drystone",70231386-91c4-45df-bdc4-d8d6969e8011,"Above-ground remains of a post-medieval bield at Whelter Bottom, Bampton",yes,Above-ground feature(s),Medium,1,Possible,Point,1,N,N,1,1
40248,COPPER MINE,12806,"Birkhouse Mine, Bampton",,Site of a copper mine of Post Medieval (Victorian) date.  See associated HER 12811 and nearby HER 12812.,POST MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,"Birkhouse Mine.  Marked by a level high on the slopes of Great Birkhouse Hill shown on the OS 25"" 2nd edition map of Westmorland sheet 13 (S2690). 
~
See also probably associated working at Low Birkhouse Mine (see HER 12811) and other nearby mines at H",1f39e105-98a6-4657-8eb7-814d9c584706,"Above-ground remains of a post-medieval mine at Birkhouse, Bampton",yes,Above-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
40251,COPPER MINE,12811,"Low Birkhouse Copper Mine, Bampton",,Site of a copper mine of Post Medieval (Victorian) date.  Probably associated with HERs 12806 and 12812.,POST MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,"Low Birkhouse Mine shown on the OS 25"" 2nd edition map of Westmorland sheet 13 (S2690).  Marked by a level and disused tip on Great Birkhouse Hill.
~
See probable associated mine at SMR 12806 and nearby mines at 12812.
~
Well preserved remains of 3 a",0b0e8e4e-c4de-4661-b40a-ee42e12e0374,"Above-ground remains of a post-medieval copper mine at Low Birkhouse, Bampton",yes,Above-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
40269,BIELD,31145,"Bield, Confluence of Heltondale and Inkern Becks, Bampton",,Site of a bield (a wall built to give shelter to sheep) of Medieval to Post Medieval date.,MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,"The remains of a bield, located near the confluence of Heltondale and Inkern becks. The bield walls were of drystone construction and were c0.75m wide, they survived in a very poor state of preservation mostly to a height of only one or two courses, alth",6de8b61e-1a03-4543-9559-3e0eed99380c,"Structural remains of a bield of unknown date at Inkern Beck, Bampton",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40287,BIELD,31166,"Bield at Inkern Beck, Bampton",,Site of a bield (a wall built to give shelter to sheep) of Medieval to Post Medieval date.,MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,"A north/south aligned bield located within the base of the Inkern Beck valley. The bield is formed out of a drystone wall which stands approximately seven courses high. This bield is in a relatively good state of preservation, although there are several",20bc7a88-6c4d-4cb8-b43c-bcacc1aec28a,"Structural remains of a sheepfold of unknown date at Inkern Beck, Bampton",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40305,BIELD,31217,"Bield at Cawdale, Bampton",,Site of a bield (a wall built to give shelter to sheep) of Medieval to Post Medieval date.,MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,"A very decayed bield located just west of the large 'key'-shaped  sheepfold identified on  the Ordnance Survey map. The bield comprises a 3m wide, 15m long, north/south alignment of turf-fast rocks. This site was located during field survey conducted by",eb961ea8-7c66-430e-b683-d1cc7e98f997,"Structural remains of a sheepfold of unknown date at Cawdale, Bampton",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40306,BIELD,31218,"Bield at Cawdale, Bampton",,Site of a bield (a wall built to give shelter to sheep) of Medieval to Post Medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A crescent-shaped bield situated near the base of the north side of Cawdale, directly south of the rectangular forest/plantation. The northern end of the bield actually extends into the forest. The bield was in a relatively good state of preservation sur",ff6699e6-8eea-42df-b52b-dfd4fa8660f1,"Structural remains of a sheepfold of unknown date at Cawdale, Bampton",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40314,BIELD,31226,"Bield at Atkinson's Grain, Bampton",,Site of a possible bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A small length of drystone wall situated in the base of a small but very steep valley which contains Atkinson's Grain. The wall is aligned roughly north-west/south-east, measures 4m in length, 2m wide and survives up to four courses high. It is construct",6e9929a6-e73f-4e3f-82e2-24ec97470877,"Above-ground remains of a post-medieval sheepfold at Atkinson's Grain, Bampton",yes,Above-ground feature(s),Low,2,Probable,Point,1,N,N,1,1
40330,BIELD,31284,"Bield at Fordingdale Bottom, Bampton",,Site of a bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A small shelter built under a boulder which has had large flakes of rock removed to form a sheltered overhang. Length 0.5m, width 0.4m. This site was identified by LUAU during field survey in 1995/6 Site No. H291 (S1931).",077b907a-3196-4cd2-9b0b-b7b5469f007f,"Above-ground remains of a post-medieval bield at Fordingdale Bottom, Bampton",yes,Above-ground feature(s),Low,2,Probable,Point,1,N,N,1,1
